STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT08,WT08_ATTRIBUTES
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/11/2023,4.03,",,W",,,0,",,W,2400",,,60,",,W",49,",,W",140,",,W",130,",,W",13,",,W",15,",,W",,,,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/12/2023,2.91,",,W",,,0,",,W,2400",,,67,",,W",45,",,W",90,",,W",80,",,W",14.1,",,W",18.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/13/2023,2.68,",,W",,,0,"T,,W,2400",,,66,",,W",49,",,W",60,",,W",60,",,W",15,",,W",18.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/14/2023,4.92,",,W",,,1.21,",,W,2400",,,59,",,W",53,",,W",120,",,W",130,",,W",15,",,W",19.9,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/15/2023,5.82,",,W",,,0.41,",,W,2400",,,58,",,W",49,",,W",90,",,W",90,",,W",18.1,",,W",27.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/16/2023,11.18,",,W",,,0.26,",,W,2400",,,62,",,W",48,",,W",270,",,W",270,",,W",21.9,",,W",28,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/17/2023,8.5,",,W",,,0,",,W,2400",,,62,",,W",45,",,W",320,",,W",320,",,W",19.9,",,W",27.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/18/2023,2.46,",,W",,,0,",,W,2400",,,61,",,W",38,",,W",270,",,W",270,",,W",12.1,",,W",13,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/19/2023,5.82,",,W",,,0,",,W,2400",,,63,",,W",39,",,W",270,",,W",270,",,W",21,",,W",27.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/20/2023,2.91,",,W",,,0,",,W,2400",,,60,",,W",35,",,W",260,",,W",260,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/21/2023,2.01,",,W",,,0,",,W,2400",,,60,",,W",36,",,W",130,",,W",150,",,W",8.9,",,W",11,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/22/2023,6.93,",,W",,,0,",,W,2400",,,69,",,W",37,",,W",30,",,W",50,",,W",25.1,",,W",33.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/23/2023,4.03,",,W",,,0,",,W,2400",,,60,",,W",39,",,W",30,",,W",250,",,W",15,",,W",17,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/24/2023,2.91,",,W",,,0,",,W,2400",,,65,",,W",35,",,W",240,",,W",250,",,W",10.1,",,W",13,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/25/2023,2.46,",,W",,,0,",,W,2400",,,67,",,W",37,",,W",200,",,W",200,",,W",8.1,",,W",10.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/26/2023,2.68,",,W",,,0,",,W,2400",,,68,",,W",38,",,W",270,",,W",270,",,W",12.1,",,W",14.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/27/2023,2.68,",,W",,,0,",,W,2400",,,66,",,W",38,",,W",260,",,W",240,",,W",10.1,",,W",12.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/28/2023,4.25,",,W",,,0,",,W,2400",,,61,",,W",40,",,W",130,",,W",230,",,W",12.1,",,W",13,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/29/2023,4.92,",,W",,,0,",,W,2400",,,58,",,W",45,",,W",260,",,W",260,",,W",16.1,",,W",21,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/30/2023,4.92,",,W",,,0.05,",,W,2400",,,59,",,W",46,",,W",10,",,W",360,",,W",18.1,",,W",23,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,1/31/2023,4.92,",,W",,,0,",,W,2400",,,61,",,W",40,",,W",30,",,W",360,",,W",19.9,",,W",25.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/1/2023,3.36,",,W",,,0,",,W,2400",,,63,",,W",37,",,W",250,",,W",250,",,W",15,",,W",17,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/2/2023,3.13,",,W",,,0,",,W,2400",,,65,",,W",38,",,W",100,",,W",90,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/3/2023,4.92,",,W",,,0,",,W,2400",,,68,",,W",45,",,W",250,",,W",260,",,W",17,",,W",21.9,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/4/2023,4.03,",,W",,,0.03,",,W,2400",,,66,",,W",42,",,W",260,",,W",260,",,W",14.1,",,W",17,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/5/2023,11.41,",,W",,,0.11,",,W,2400",,,66,",,W",51,",,W",330,",,W",270,",,W",28,",,W",34,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/6/2023,6.26,",,W",,,0,",,W,2400",,,68,",,W",43,",,W",320,",,W",320,",,W",18.1,",,W",21.9,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/7/2023,2.91,",,W",,,0,",,W,2400",,,66,",,W",37,",,W",240,",,W",270,",,W",12.1,",,W",14.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/8/2023,2.24,",,W",,,0,",,W,2400",,,70,",,W",40,",,W",250,",,W",230,",,W",10.1,",,W",14.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/9/2023,2.91,",,W",,,0,",,W,2400",,,80,",,W",41,",,W",260,",,W",260,",,W",12.1,",,W",13,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/10/2023,2.68,",,W",,,0,",,W,2400",,,71,",,W",44,",,W",240,",,W",250,",,W",10.1,",,W",12.1,",,W",,,,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/11/2023,8.72,",,W",,,0,",,W,2400",,,62,",,W",44,",,W",250,",,W",260,",,W",23.9,",,W",30,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/12/2023,4.47,",,W",,,0,",,W,2400",,,65,",,W",40,",,W",340,",,W",300,",,W",16.1,",,W",21,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/13/2023,5.82,",,W",,,0,",,W,2400",,,62,",,W",46,",,W",250,",,W",70,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/14/2023,11.18,",,W",,,0,",,W,2400",,,64,",,W",45,",,W",280,",,W",250,",,W",23.9,",,W",35.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/15/2023,5.59,",,W",,,0,",,W,2400",,,58,",,W",37,",,W",360,",,W",80,",,W",15,",,W",21.9,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/16/2023,2.24,",,W",,,0,",,W,2400",,,62,",,W",32,",,W",250,",,W",220,",,W",8.9,",,W",11,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/17/2023,2.46,",,W",,,0,",,W,2400",,,64,",,W",37,",,W",260,",,W",260,",,W",14.1,",,W",15,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/18/2023,1.12,",,W",,,0,",,W,2400",,,65,",,W",36,",,W",200,",,W",200,",,W",8.9,",,W",12.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/19/2023,3.13,",,W",,,0,",,W,2400",,,65,",,W",36,",,W",140,",,W",140,",,W",8.9,",,W",11,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/20/2023,2.91,",,W",,,0,",,W,2400",,,68,",,W",39,",,W",240,",,W",240,",,W",10.1,",,W",13,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/21/2023,9.84,",,W",,,0,"T,,W,2400",,,67,",,W",40,",,W",330,",,W",290,",,W",30,",,W",49,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/22/2023,14.76,",,W",,,0,"T,,W,2400",,,57,",,W",44,",,W",310,",,W",310,",,W",31.1,",,W",44.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/23/2023,5.59,",,W",,,0.26,",,W,2400",,,55,",,W",39,",,W",330,",,W",130,",,W",15,",,W",18.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/24/2023,14.76,",,W",,,1.64,",,W,2400",,,58,",,W",46,",,W",260,",,W",270,",,W",28,",,W",36,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/25/2023,6.04,",,W",,,0.78,",,W,2400",,,52,",,W",38,",,W",230,",,W",260,",,W",16.1,",,W",19.9,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/26/2023,5.14,",,W",,,0,",,W,2400",,,57,",,W",36,",,W",240,",,W",260,",,W",16.1,",,W",21,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/27/2023,6.04,",,W",,,0.37,",,W,2400",,,57,",,W",45,",,W",130,",,W",110,",,W",13,",,W",16.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,2/28/2023,5.37,",,W",,,0.38,",,W,2400",,,58,",,W",40,",,W",250,",,W",260,",,W",17,",,W",21.9,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/1/2023,14.32,",,W",,,0.21,",,W,2400",,,57,",,W",45,",,W",10,",,W",330,",,W",28,",,W",42.1,",,W",1,",,W",,,1,",,W",,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/2/2023,4.7,",,W",,,0,",,W,2400",,,62,",,W",39,",,W",270,",,W",300,",,W",13,",,W",18.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/3/2023,3.13,",,W",,,0,",,W,2400",,,60,",,W",39,",,W",150,",,W",130,",,W",10.1,",,W",13,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/4/2023,6.49,",,W",,,0,",,W,2400",,,61,",,W",43,",,W",270,",,W",280,",,W",19.9,",,W",25.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/5/2023,3.8,",,W",,,0.12,",,W,2400",,,60,",,W",44,",,W",240,",,W",240,",,W",13,",,W",17,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/6/2023,5.59,",,W",,,0,",,W,2400",,,59,",,W",40,",,W",270,",,W",270,",,W",18.1,",,W",23,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/7/2023,5.59,",,W",,,0,",,W,2400",,,63,",,W",42,",,W",250,",,W",250,",,W",21,",,W",27.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/8/2023,4.92,",,W",,,0,",,W,2400",,,64,",,W",40,",,W",240,",,W",240,",,W",21,",,W",25.9,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/9/2023,4.25,",,W",,,0.12,",,W,2400",,,60,",,W",43,",,W",140,",,W",140,",,W",14.1,",,W",17,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/10/2023,6.04,",,W",,,2.08,",,W,2400",,,58,",,W",51,",,W",60,",,W",110,",,W",13,",,W",17,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/11/2023,2.01,",,W",,,0.02,",,W,2400",,,63,",,W",56,",,W",170,",,W",160,",,W",10.1,",,W",12.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/12/2023,4.7,",,W",,,0,",,W,2400",,,64,",,W",55,",,W",260,",,W",250,",,W",16.1,",,W",21.9,",,W",1,",,W",1,",,W",,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/13/2023,4.25,",,W",,,0,",,W,2400",,,62,",,W",54,",,W",250,",,W",250,",,W",10.1,",,W",12.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/14/2023,11.41,",,W",,,2.54,",,W,2400",,,59,",,W",56,",,W",90,",,W",90,",,W",18.1,",,W",25.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/15/2023,6.49,",,W",,,0.33,",,W,2400",,,68,",,W",54,",,W",320,",,W",110,",,W",17,",,W",21.9,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/16/2023,5.14,",,W",,,0,",,W,2400",,,64,",,W",54,",,W",250,",,W",240,",,W",13,",,W",15,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/17/2023,4.25,",,W",,,0,",,W,2400",,,62,",,W",48,",,W",250,",,W",250,",,W",13,",,W",17,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/18/2023,2.46,",,W",,,0,",,W,2400",,,67,",,W",44,",,W",130,",,W",130,",,W",10.1,",,W",12.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/19/2023,6.71,",,W",,,0.05,",,W,2400",,,61,",,W",55,",,W",110,",,W",120,",,W",19.9,",,W",27.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/20/2023,4.7,",,W",,,0.28,",,W,2400",,,61,",,W",52,",,W",250,",,W",250,",,W",12.1,",,W",15,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/21/2023,10.74,",,W",,,1.76,",,W,2400",,,60,",,W",49,",,W",110,",,W",90,",,W",30,",,W",42.1,",,W",1,",,W",,,1,",,W",1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/22/2023,6.71,",,W",,,0.43,",,W,2400",,,59,",,W",48,",,W",210,",,W",200,",,W",16.1,",,W",21.9,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/23/2023,9.62,",,W",,,0,"T,,W,2400",,,64,",,W",49,",,W",280,",,W",260,",,W",21.9,",,W",29.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/24/2023,9.84,",,W",,,0,",,W,2400",,,68,",,W",45,",,W",330,",,W",330,",,W",23.9,",,W",30,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/25/2023,8.5,",,W",,,0,",,W,2400",,,68,",,W",48,",,W",310,",,W",310,",,W",18.1,",,W",23,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/26/2023,9.17,",,W",,,0,",,W,2400",,,68,",,W",41,",,W",250,",,W",260,",,W",21,",,W",28,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/27/2023,4.7,",,W",,,0,",,W,2400",,,67,",,W",40,",,W",250,",,W",260,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/28/2023,5.37,",,W",,,0.37,",,W,2400",,,61,",,W",40,",,W",270,",,W",260,",,W",18.1,",,W",23.9,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/29/2023,6.93,",,W",,,0.77,",,W,2400",,,59,",,W",47,",,W",240,",,W",230,",,W",18.1,",,W",23.9,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/30/2023,6.04,",,W",,,0.17,",,W,2400",,,61,",,W",46,",,W",260,",,W",280,",,W",18.1,",,W",21,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,3/31/2023,4.47,",,W",,,0,",,W,2400",,,61,",,W",43,",,W",70,",,W",70,",,W",13,",,W",15,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/1/2023,3.8,",,W",,,0,",,W,2400",,,67,",,W",42,",,W",80,",,W",80,",,W",12.1,",,W",14.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/2/2023,3.36,",,W",,,0,",,W,2400",,,68,",,W",46,",,W",320,",,W",320,",,W",14.1,",,W",16.1,",,W",,,,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/3/2023,15.66,",,W",,,0,",,W,2400",,,63,",,W",48,",,W",310,",,W",300,",,W",29.1,",,W",46.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/4/2023,10.29,",,W",,,0,",,W,2400",,,64,",,W",42,",,W",240,",,W",230,",,W",23.9,",,W",33.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/5/2023,5.82,",,W",,,0,",,W,2400",,,64,",,W",42,",,W",260,",,W",260,",,W",16.1,",,W",19,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/6/2023,4.47,",,W",,,0,",,W,2400",,,70,",,W",42,",,W",250,",,W",260,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/7/2023,4.7,",,W",,,0,",,W,2400",,,66,",,W",51,",,W",240,",,W",270,",,W",13,",,W",15,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/8/2023,5.14,",,W",,,0,"T,,W,2400",,,65,",,W",48,",,W",260,",,W",250,",,W",16.1,",,W",21.9,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/9/2023,3.8,",,W",,,0,",,W,2400",,,62,",,W",50,",,W",250,",,W",260,",,W",13,",,W",16.1,",,W",1,",,W",1,",,W",,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/10/2023,6.49,",,W",,,0,",,W,2400",,,64,",,W",52,",,W",260,",,W",230,",,W",14.1,",,W",17,",,W",1,",,W",1,",,W",,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/11/2023,4.03,",,W",,,0,",,W,2400",,,60,",,W",53,",,W",140,",,W",160,",,W",8.9,",,W",12.1,",,W",1,",,W",1,",,W",,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/12/2023,4.7,",,W",,,0,",,W,2400",,,62,",,W",47,",,W",70,",,W",70,",,W",12.1,",,W",15,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/13/2023,5.37,",,W",,,0,",,W,2400",,,63,",,W",44,",,W",130,",,W",130,",,W",16.1,",,W",19,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/14/2023,4.25,",,W",,,0,",,W,2400",,,63,",,W",45,",,W",240,",,W",140,",,W",10.1,",,W",14.1,",,W",,,,,,,,
